y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
29.16,14.7,100.8,0.15458,0.69349,4,0,4,2,11,11,22,25,94,100,90,98,69,87,0,0,2,0,2,0,1,2,11.04
23.95,9.9,105.2,1.10394,0.47281,0,1,6,0,0,0,3,0,75,73,48,48,46,47,0,0,5,2,1,4,0,1,26.55
23.63,23.4,117.8,0.15627,8.25428,0,6,0,9,19,27,51,70,84,74,52,42,31,13,16,40,22,20,1,0,1,0,36.43
31.06,31.3,111.2,2.75269,0.48118,15,18,5,0,13,11,40,34,96,96,58,65,51,48,0,0,1,2,1,0,0,0,29.13
16,5.2,106,0.36432,0.89461,4,2,2,4,2,0,7,2,76,83,59,68,45,36,53,48,0,0,0,2,88,92,28.97
12.42,70.2,101.7,0.10687,0.22206,3,2,1,2,7,1,6,1,4,1,1,0,0,1,0,0,5,0,84,78,2,2,10.76
17.47,22.2,89.3,0.46821,2.03841,33,33,25,26,31,26,47,44,0,0,2,1,0,2,0,1,0,0,0,0,4,0,25.93
25.31,2.6,117.3,0.17814,1.38637,51,47,6,3,13,10,26,21,77,86,64,72,52,55,1,6,3,0,5,0,82,87,38.11
23.24,0,106.2,0.71535,0.11784,56,60,8,2,54,55,68,67,63,67,45,42,26,17,10,1,0,3,0,3,72,64,33.75
20.03,4,108.3,0.21948,0.14409,26,32,6,14,12,19,47,50,0,1,1,4,0,3,0,0,1,0,1,0,1,0,24.74
18.44,10.3,109.2,0.19064,1.53018,51,43,10,8,16,16,0,0,68,80,41,40,23,27,0,2,50,1,11,11,0,5,28.56
20.97,68.1,99.7,0.13162,0.51079,14,11,1,2,3,5,16,13,100,100,100,98,72,77,2,0,0,72,62,61,1,4,11.17
21.4,9.9,148.7,0.23723,1.4112,13,17,0,2,6,0,25,13,85,83,69,75,29,28,7,6,0,0,0,1,95,92,23.93
21.91,18.5,96.6,0.4558,1.17362,4,5,0,5,0,3,6,3,95,99,81,90,55,64,5,3,6,0,0,0,1,0,16.8
14.44,4.4,98.9,0.352,0.22317,1,0,2,3,2,1,1,0,56,31,18,10,9,7,0,3,0,1,5,4,53,30,28.61
11.41,26.5,93,0.4141,0.24155,21,19,25,21,18,25,22,33,34,31,27,27,15,13,7,5,0,0,3,0,3,3,26.33
23,22,77.7,0.41827,0.1892,91,87,32,23,0,0,0,1,44,50,27,26,11,16,25,68,35,27,7,9,1,0,32.63
16.75,14.9,102.7,0.24903,0.12257,15,10,2,4,15,12,27,25,72,74,45,51,16,10,0,3,5,3,0,2,91,92,31.53
17.63,50,106.6,0.99724,0.19749,12,14,3,8,8,5,11,16,2,1,1,0,2,0,0,1,97,75,78,68,0,0,12.16
18.19,57,98,0.63649,1.06461,3,5,4,6,11,7,23,22,98,100,87,94,59,74,40,0,0,0,0,4,97,100,23.86
26.38,31.9,77,0.54217,1.03617,58,64,31,27,39,39,70,67,0,3,0,0,1,1,0,0,4,0,2,3,0,0,27.21
17.77,14.8,101,0.14295,1.13951,32,36,13,9,23,32,41,45,84,78,57,48,32,32,1,2,0,7,3,0,1,0,28.78
23.94,71.2,119.5,0.47489,1.14339,22,28,10,7,4,0,6,2,100,100,99,100,99,98,2,0,100,80,36,53,100,95,30.26
19.23,0,0,1.12954,0.36166,35,34,8,8,1,3,32,19,98,98,76,93,51,73,4,1,3,5,3,2,99,100,0
27.24,22.8,0,0.51157,1.01442,72,76,1,3,4,0,22,17,99,100,97,97,92,89,0,0,0,0,46,43,3,3,8.47
35,67.3,120.5,4.74559,0.57144,51,48,3,5,3,3,24,28,0,4,0,0,5,2,69,33,1,1,1,31,0,1,19.44
11.63,0,6.2,0.94662,1.06681,0,3,3,2,1,6,0,1,0,0,1,1,0,1,0,1,0,4,0,0,2,0,4.78
23.65,0,116.8,0.57954,0.71179,62,60,3,2,54,46,63,67,64,67,49,44,28,17,2,1,2,0,0,4,73,66,29.65
19.13,76.1,99.6,0.1931,1.20747,0,6,6,1,3,5,15,23,93,98,84,85,76,73,82,70,47,51,50,43,97,96,21.7
11.25,0,92.1,0.05825,1.01745,12,14,6,5,17,14,23,23,0,0,0,0,0,1,3,2,0,1,1,3,0,0,22.73
23.56,61.6,121.5,0.75322,0.64019,3,3,3,2,1,1,12,7,96,100,70,70,53,25,83,75,60,70,56,50,96,100,16.33
16.6,69.4,132.2,0.41915,1.40926,0,0,5,2,1,3,1,3,0,0,1,0,0,4,96,71,0,7,82,77,0,5,15.24
17.87,41.7,99.2,0.45797,1.22478,1,3,0,1,12,7,29,25,99,97,87,92,58,60,78,75,57,74,56,47,99,95,23.4
33.39,7.2,85.9,0.07893,0.74694,57,60,15,32,39,61,56,79,54,42,33,15,22,11,0,2,1,0,0,0,69,47,26.49
17.21,19.3,121,0.96857,0.92981,0,0,1,0,0,0,38,39,75,88,58,76,33,29,52,33,47,37,54,59,95,98,26.93
15.16,65.3,95.1,0.04898,0.37513,0,3,3,3,6,2,8,8,0,0,1,1,1,0,0,74,2,5,58,62,0,1,15.71
7.46,1.9,0,0.24963,1.78813,14,41,4,1,4,0,0,2,0,0,0,0,5,2,1,3,0,0,0,3,0,1,0
22.42,68.8,102.4,0.52403,0.69387,6,3,5,4,1,0,12,9,98,99,66,71,47,35,82,81,61,70,60,46,98,100,8.98
11.16,3.9,0,0.1661,0.18404,13,12,16,15,25,33,63,39,0,2,0,1,0,2,0,7,0,1,0,0,1,0,4.39
33.62,4.3,88.6,0.18599,0.2261,57,59,18,27,39,61,65,80,52,38,30,20,25,15,0,1,0,0,3,3,72,45,36.45
15.34,27.4,102,0.11199,0.82545,0,18,0,2,0,1,1,0,66,55,57,46,20,27,40,7,1,0,6,1,0,0,22.16
33.19,0,85,0.06607,0.03996,55,54,39,45,50,56,73,85,52,41,38,26,23,17,6,0,0,2,6,2,58,43,45.94
11.2,43.5,114.8,0.31048,0.12911,11,11,0,2,0,4,53,54,1,1,1,0,0,0,0,2,1,1,0,2,100,100,8.28
19.57,79.2,103.5,4.37403,1.14465,13,11,0,5,0,1,3,5,1,1,0,0,1,1,2,0,100,89,83,79,97,99,15.33
21.53,45.2,118.9,0.04644,1.5897,2,1,3,5,7,6,26,22,91,96,75,82,68,82,80,63,58,52,53,37,100,99,19.86
13.32,90.8,100.6,0.16635,1.57199,0,2,1,3,3,6,8,10,0,0,0,0,3,0,2,98,2,0,89,86,0,0,9.79
20.45,99.4,95.2,0.29863,0.79202,7,10,5,2,6,10,5,1,97,95,94,100,83,92,97,94,71,78,74,25,3,3,12.9
22.67,13.4,109.5,0.71583,0.43829,7,0,0,6,0,0,2,1,75,72,48,42,46,50,0,0,2,2,1,2,1,2,29.27
28.46,10.5,113.9,0.35566,0.9454,9,3,0,1,3,2,17,15,0,1,0,1,3,1,0,7,0,0,5,0,1,0,11.17
17.26,65.7,98.5,0.91672,0.30333,5,11,1,1,4,5,16,10,0,0,4,3,1,0,2,0,0,71,77,68,1,2,12.32
18.73,17.4,126.8,0.87516,0.85253,0,0,1,2,6,1,1,3,0,0,0,2,1,0,60,45,31,27,1,0,0,0,31.85
14.96,61.6,101.1,0.272,0.21356,4,7,3,7,3,8,10,5,0,0,0,0,1,4,100,78,0,1,81,87,0,0,0.46
14.03,53.7,89,0.33176,0.78233,20,17,4,1,11,5,21,20,0,0,0,0,0,2,2,12,2,0,0,20,96,99,11.63
29.47,44.8,85,0.19628,5.13212,33,34,4,3,7,3,18,5,0,0,0,3,4,1,69,41,0,4,3,37,96,100,16.97
24.6,13.9,103.1,0.86078,0.91313,63,56,6,4,19,9,29,22,64,73,41,42,29,20,2,0,4,6,60,2,4,0,23.55
32.15,126.5,110.5,0.37231,0.65062,5,5,2,4,3,5,4,10,0,2,3,0,6,6,0,0,0,0,69,68,100,100,6.43
19.05,17.2,104.7,0.83468,0.40547,64,65,18,21,43,50,72,76,47,48,20,21,11,15,0,0,5,0,7,0,1,0,31.92
35,62.5,93.7,0.64072,0.56324,52,50,8,11,12,12,17,5,99,98,96,99,69,78,0,0,0,57,0,53,0,0,15.99
13.78,51.7,98,0.2528,0.50822,25,16,3,2,13,3,22,13,3,0,1,0,2,5,0,11,0,1,3,21,100,100,21.28
15.96,1.8,111.9,0.13265,1.60573,34,36,8,7,0,1,2,1,4,4,2,1,0,2,0,0,0,5,0,0,0,0,34.59
12.08,7.6,107.2,0.32105,0.0513,1,1,1,4,0,4,1,4,0,4,0,4,0,0,3,0,1,0,2,6,5,1,2.1
9.74,0,8.3,0.64581,0.21976,4,3,0,0,5,1,6,2,0,0,0,1,0,0,0,1,1,0,1,5,0,0,4.92
16.44,65.3,104.2,0.18981,0.78773,0,1,5,4,3,4,18,21,95,91,84,81,79,72,81,72,47,55,44,40,100,98,25.93
18.25,3,113.8,0.40366,0.57073,50,53,10,6,35,31,69,61,47,51,28,14,9,4,78,97,9,40,0,0,0,1,38.04
33.18,62.2,104.3,4.78643,0.70626,54,49,0,0,4,6,26,27,5,2,0,4,6,1,71,30,1,0,0,34,3,0,20.19
32.71,8,67.6,0.73634,3.6591,77,82,63,65,48,63,60,71,32,21,23,11,11,7,5,0,3,0,0,0,45,48,37.35
28.43,59.5,96.3,0.30196,0.40826,3,2,6,2,13,5,24,17,95,92,100,98,76,84,4,0,0,0,48,58,100,96,10.94
7.85,0,1,0.46015,1.04795,2,6,3,5,0,2,2,2,4,0,3,1,0,3,3,0,3,0,0,5,1,2,6.46
18.61,65.5,127.1,0.36059,0.24828,1,1,5,3,0,2,5,2,1,4,3,3,2,0,95,75,2,1,84,82,0,0,15.07
13.19,5.4,0,0.94166,1.17026,0,1,15,17,6,3,13,19,64,76,49,56,32,34,3,0,0,3,0,0,91,97,0
12.4,96.8,103.5,0.16256,0.2941,6,1,0,5,5,0,16,14,1,0,5,1,1,3,0,7,96,4,79,79,0,0,13.3
22.21,66,94,0.53189,0.12823,5,7,7,3,2,3,5,4,0,0,0,0,5,0,100,68,4,1,77,62,100,99,4.16
7.54,0,0.8,0.43259,0.92655,4,0,3,3,0,0,1,0,0,3,0,0,0,1,0,0,0,1,0,6,0,0,6.42
8.26,0,104.4,0.23235,0.84641,0,0,0,3,0,0,4,3,1,2,2,2,0,2,2,1,0,0,0,0,0,0,4.69
11.85,13.6,116.6,0.23873,0.02728,16,13,4,11,27,42,44,66,51,43,25,10,18,6,11,36,21,13,4,0,72,52,33.68
17.51,70.7,103.4,0.32102,0.60146,3,2,5,0,0,0,5,3,0,0,1,1,0,1,0,0,2,3,83,79,3,0,4.45
18.03,51.1,109.8,9.81532,1.76091,14,10,5,10,14,3,22,16,88,95,75,88,74,84,2,0,0,0,19,19,1,4,20.35
32.21,3.6,129.9,0.15065,0.1258,1,0,0,0,2,3,2,0,66,75,32,33,13,14,0,0,1,0,1,1,86,88,32.55
21.94,24.1,104.2,0.47437,0.43748,63,62,13,25,47,50,80,77,44,49,19,23,13,16,0,0,0,0,1,1,0,0,29.3
15.45,41.6,81.9,0.66054,0.50102,18,18,14,13,10,11,22,18,1,0,0,0,0,0,0,0,4,0,57,59,100,100,0
35,27,120.2,0.15863,0.02674,39,28,3,0,0,2,0,0,75,82,47,63,33,41,0,2,35,10,1,0,91,93,30.36
17.52,12.9,117,0.23059,0.99699,5,4,0,0,0,0,4,0,0,0,2,0,0,1,60,44,30,17,5,3,0,0,26.11
30.98,0,71.6,0.53198,3.4586,85,80,62,68,49,67,63,73,31,20,24,11,13,3,7,0,0,0,0,1,46,50,41.22
23.76,19.3,103,0.22559,1.28127,0,4,0,1,0,0,41,66,66,40,50,27,33,11,21,22,15,11,0,1,76,56,29.4
20.76,43.2,77.3,0.48729,0.16204,15,21,15,13,12,15,24,18,1,0,0,1,2,6,1,0,0,1,58,56,98,98,3
17.44,57,130.9,0.64487,0.48734,3,2,1,1,2,0,2,5,0,0,1,0,0,1,99,74,0,4,83,84,1,0,7.06
11.01,57.4,96.3,0.10003,0.88774,25,17,10,2,16,2,22,17,4,0,0,0,0,2,0,11,1,7,2,20,100,100,11.86
25.39,54,110.2,0.21073,0.07968,0,5,1,2,0,1,7,1,91,89,50,64,21,40,0,0,3,6,27,21,97,98,22.97
26.81,0,117.7,2.21443,0.72288,6,4,1,2,4,1,0,1,48,55,32,38,19,16,6,1,5,3,0,0,0,0,25.58
18.1,77.4,91.1,0.64476,0.56032,3,3,4,2,3,7,5,4,0,0,0,0,1,6,99,2,3,0,81,87,100,100,0
27.17,11.2,82.3,0.48128,0.2721,85,84,19,35,56,69,73,86,29,27,18,8,17,7,15,52,3,4,0,0,0,0,45.7
19,83.7,104.6,0.63941,0.2654,0,0,5,1,1,6,6,3,0,3,0,0,2,3,99,4,3,0,81,84,100,98,11.86
12.84,104.5,95.2,0.17909,1.30726,0,1,5,1,4,8,4,4,1,1,0,2,5,1,2,98,4,0,85,87,1,2,6.42
13.82,1.2,0,0.85191,1.59822,6,6,2,2,7,9,30,26,0,0,0,1,0,0,0,0,0,0,0,3,3,1,0
30.31,136.4,87.7,0.57074,1.16625,10,6,3,7,2,4,7,9,0,0,0,0,1,3,2,2,0,0,70,64,100,98,0.2
21.64,6.6,150.3,0.27036,0.48498,44,44,6,5,32,30,65,67,51,57,22,32,18,13,15,2,4,4,2,0,82,82,32.23
16.78,72.4,104,0.38217,0.13719,4,1,2,0,2,2,1,3,2,0,1,0,0,0,0,0,0,0,79,83,0,3,9.6
15.8,38.9,90.6,0.30377,0.30053,8,6,10,9,11,17,35,40,94,99,96,99,63,76,0,2,2,5,60,50,0,1,9.68
16.91,74.2,106.2,0.29816,8.41515,5,2,0,2,1,0,5,0,0,0,0,0,3,1,99,84,4,4,92,85,3,0,6.73
34.87,63.6,112.6,4.72245,1.09459,50,50,4,0,3,11,27,26,0,5,0,0,0,1,69,32,3,2,1,35,0,1,16.79
32.84,12.3,96.2,0.59202,1.16606,100,99,11,23,26,35,47,71,70,55,53,40,36,22,3,0,5,0,5,3,3,1,23.36
14.03,50.5,108.5,0.34527,1.14004,5,1,0,1,9,8,31,29,97,100,89,85,56,58,78,75,60,69,53,46,100,96,16.92
17.46,68.1,96.8,2.38155,0.47853,0,2,7,2,6,6,10,16,0,1,0,0,0,3,1,0,95,83,77,79,0,1,10.48
10.87,0.7,9.4,0.87516,0.65748,15,0,0,1,1,0,0,0,0,0,1,0,3,0,1,5,0,3,6,4,0,0,5.35
22.91,51.6,111.7,0.12515,0.7451,5,2,0,4,6,10,29,23,90,96,75,81,74,84,79,64,51,50,50,35,99,97,21.06
20.9,10.2,103.5,0.06473,2.5343,31,36,8,12,20,13,0,3,0,0,2,1,0,4,4,5,6,3,1,0,0,1,20.59
15.06,65.5,100.4,1.97621,0.36383,1,1,6,7,10,5,16,13,2,0,0,0,0,6,1,1,99,76,78,78,0,1,12.1
35,17.2,128.3,0.91849,0.16094,33,31,7,0,5,1,5,4,74,89,47,57,36,36,0,0,39,4,6,3,94,97,25.88
16.74,87.1,105.1,0.07325,0.41097,4,2,3,2,0,0,4,6,0,0,0,1,0,3,99,81,7,0,86,86,0,4,0
20.42,2.3,136.7,0.44955,0.36802,2,0,4,3,22,20,60,77,48,51,19,21,12,16,3,0,0,6,2,3,0,0,36.32
14.12,60,105.3,0.17925,1.16708,1,2,4,2,0,6,21,25,98,99,77,93,61,72,1,0,3,0,40,51,98,98,8.62
10,0,0,0.05696,1.79439,14,2,2,2,10,3,53,61,0,0,1,1,0,0,5,1,1,0,1,0,0,0,0
20.07,78.8,100.3,0.2375,8.24412,5,1,1,1,0,1,8,1,0,0,0,1,0,3,100,87,0,4,86,87,1,0,10.57
21.07,14.8,138.1,0.27413,0.49527,45,38,0,3,37,28,63,67,55,59,26,30,16,16,17,1,7,8,1,1,84,81,41.92
20.91,3.2,83.7,0.69628,0.5226,88,92,17,36,55,70,69,86,30,25,18,10,14,7,17,49,3,8,0,0,1,0,38.91
17.95,50.4,113.8,0.20352,0.31905,0,19,2,1,0,6,6,1,0,0,0,0,5,1,6,0,2,2,1,0,0,0,13.21
18.77,13.8,86.1,0.32715,0.10377,3,6,1,0,2,0,0,0,76,71,62,62,56,44,0,0,0,0,1,0,81,69,38.06
24.82,10.8,96.6,0.3346,1.77722,60,57,3,2,20,10,35,22,65,71,39,34,28,22,0,0,0,3,57,0,0,0,13.82
7.92,66.2,104.7,0.13102,0.24397,13,10,6,0,1,3,3,1,5,2,0,0,0,1,100,74,0,5,78,80,3,0,8.72
16.34,24.9,100.3,0.29329,0.11298,19,17,17,15,22,21,35,32,86,89,69,74,38,39,0,6,3,0,0,1,98,98,18.22
18.16,16.6,98.5,0.17107,1.50608,29,34,15,7,19,10,2,4,0,0,3,2,2,1,1,2,0,4,0,4,5,0,31.42
32.65,9.8,109.2,0.22202,1.73161,68,69,0,3,0,0,18,10,1,1,0,2,0,0,6,6,0,0,1,1,94,97,22.1
24.07,96.7,102.8,0.21072,3.88674,7,7,5,3,0,2,3,0,0,0,1,0,2,0,98,67,1,0,84,72,100,100,13.98
35,7,148.8,0.23692,0.92516,5,16,1,5,6,2,30,12,80,85,72,76,27,28,0,1,1,2,3,1,90,94,29.7
35,23.7,104.3,0.40409,0.24132,28,24,11,11,15,12,26,26,90,93,84,87,45,55,23,0,0,14,0,4,0,0,16.41
12.49,4.2,99.2,0.21543,0.54364,0,0,0,0,3,5,3,0,77,83,56,70,48,39,58,46,1,1,1,0,86,90,31.89
13.09,95.4,111,0.68833,1.03339,1,0,3,2,5,6,3,1,0,0,2,0,0,1,100,84,6,0,76,84,1,0,11.06
17.48,69.2,105.1,0.44274,1.09401,5,7,1,0,6,2,16,8,0,0,0,0,1,3,0,2,1,70,83,68,0,0,11.48
14.1,4.3,98.3,0.15627,0.3829,1,7,7,5,0,1,1,0,38,42,31,28,18,16,33,22,0,0,1,1,93,87,34.49
21.11,89.2,95.8,0.42453,0.36563,3,0,11,9,2,9,8,4,100,100,100,95,100,97,0,2,4,0,76,69,0,0,14.56
35,0.5,128.3,0.2094,0.33675,56,58,6,6,21,15,43,30,70,94,34,60,27,37,9,1,1,3,0,1,0,3,21.12
25.45,8.1,109.9,0.04118,0.16326,0,4,0,0,2,0,2,0,95,99,68,79,38,60,52,0,6,6,28,28,1,4,22.4
25.68,79.5,102.4,0.14207,3.74922,6,2,3,6,1,0,0,1,1,0,0,0,4,0,99,68,3,0,85,80,100,98,6.29
20.03,7.8,10.5,0.4394,0.56172,4,5,1,1,6,0,3,0,0,0,3,0,1,0,3,3,1,0,0,4,0,0,38.74
20.5,8.7,89.5,0.4554,0.16121,0,0,1,0,6,0,1,1,96,99,81,91,49,63,0,2,0,0,0,0,0,3,19.1
10.36,30,113.4,0.41654,1.29809,0,0,0,0,1,0,3,1,100,100,96,100,100,97,98,2,0,0,1,0,4,0,18.17
18.3,14.8,89.9,0.12501,0.91512,6,0,0,4,0,0,0,0,74,71,70,63,54,47,0,0,5,1,0,1,82,64,37.47
14.09,0,101.7,0.06294,0.66037,14,6,6,6,13,14,18,23,3,0,0,1,0,2,0,5,0,4,3,0,0,0,21.91
16.95,72.8,99.7,0.27567,0.03501,5,0,0,0,0,3,6,5,0,3,1,3,2,1,0,3,100,58,82,79,0,0,7.04
17.55,82.6,113.1,0.53256,0.75277,6,24,0,1,1,3,6,6,0,3,0,0,4,2,0,0,2,0,0,0,1,1,6.15
17.01,90.6,105.1,0.15942,0.49177,1,6,4,2,0,1,4,7,100,100,98,99,89,99,2,0,3,1,78,71,100,100,20.78
21.53,52.7,103.8,0.51706,0.09708,5,7,5,1,9,3,6,7,1,0,0,3,1,0,99,69,1,1,75,63,100,96,0.98
17.52,78.1,100.8,0.34438,0.52425,2,0,0,2,3,1,7,11,4,1,0,0,1,5,1,77,0,0,54,69,2,1,6.97
14.21,49.7,109.3,0.77448,0.55385,12,13,5,5,5,5,17,15,2,0,4,2,1,3,4,5,98,78,73,69,2,0,1.94
12.49,6.3,5.4,0.07423,1.81531,13,8,0,2,12,4,51,60,5,0,0,0,1,0,0,4,2,1,4,0,0,0,0
35,24.7,108.7,0.39345,0.38993,32,26,16,13,12,15,24,21,91,97,81,88,46,50,25,0,2,10,0,7,1,2,21.08
8.59,0,0,0.13198,0.69155,17,2,0,3,1,2,0,0,0,1,0,1,0,0,0,6,0,2,0,0,0,0,2.93
8.94,0,0,0.23553,1.78115,17,38,1,1,0,0,5,3,1,0,0,0,0,0,2,0,0,0,2,5,0,3,0
31.38,20,108.2,0.45952,0.20131,71,71,12,17,2,5,2,4,81,82,54,46,27,19,39,73,17,6,1,3,85,82,29.43
20.67,66.8,103.7,0.08264,0.6164,1,3,2,0,6,8,8,13,3,3,2,0,0,6,6,74,0,1,62,62,1,3,7.83
16.95,62.2,100.8,1.77612,0.15452,7,3,3,0,6,3,9,17,1,0,0,0,0,0,7,0,91,77,81,78,1,0,4.52
23.81,35,97.1,0.81425,0.80884,9,11,8,2,6,7,31,16,5,4,1,0,0,0,0,3,91,79,0,5,100,95,12.01
14.85,38.3,99.5,0.55958,1.08494,2,2,3,5,9,6,28,27,97,100,91,90,63,61,81,75,60,70,58,48,100,96,18.23
15.64,1.8,0,1.0614,0.34246,1,0,12,19,6,2,14,19,61,81,51,52,31,34,3,0,3,1,2,3,94,97,0
19.27,88.6,117.8,0.41786,0.72552,0,23,0,1,0,4,4,5,3,0,0,0,3,0,5,3,0,0,0,0,0,1,15.4
32.15,27.9,94.7,9.36267,1.01533,29,27,11,13,47,32,56,54,78,92,46,55,27,38,70,58,31,32,32,17,96,99,21.19
15.54,71.5,114.8,1.65424,0.81622,6,5,2,2,6,5,12,17,0,0,0,4,0,2,5,2,93,83,80,79,0,0,7.47
28.41,37.3,97.4,0.24002,0.7373,87,93,4,1,0,1,2,1,99,97,90,92,86,63,2,4,0,1,0,0,1,1,27.15
23.9,34.5,110.1,0.12359,0.5996,34,32,1,0,1,2,35,36,92,96,81,81,61,72,60,48,26,23,34,7,97,98,23.77
34.14,15.2,146.1,0.254,0.84234,11,19,0,0,6,0,27,13,80,78,71,75,25,34,0,1,2,0,0,0,93,86,20.97
16.47,0,104.4,0.22955,1.67508,38,34,14,6,7,2,0,2,0,3,0,0,4,0,2,2,0,4,0,1,5,0,32.46
16.94,93.4,109.5,0.59866,0.72275,1,0,2,3,2,2,2,7,1,0,0,1,0,0,100,86,4,4,75,86,0,0,16.47
35,20.1,99.6,0.51896,0.29477,30,29,17,11,16,14,27,21,97,98,85,94,43,50,23,0,3,14,0,0,1,0,25.08
26.06,49.7,113.7,0.32118,0.21581,1,2,4,3,0,5,6,0,93,93,49,62,22,42,1,0,2,0,17,19,95,98,26
16.9,2.2,0,0.56766,0.33765,0,4,14,17,4,6,15,24,65,80,49,55,31,34,0,0,0,2,3,0,99,94,0
14.67,48.1,103.8,0.25989,0.97466,13,16,5,11,9,6,12,15,1,0,0,1,0,0,2,0,92,65,71,74,0,0,9.64
35,17.3,100.1,0.49752999999999997,0.76745,79,83,13,14,1,0,0,3,95,97,96,92,56,64,1,0,2,19,0,1,0,3,20.76
32.99,27.4,106.1,0.09978,0.19676,48,52,6,7,13,10,19,20,84,84,30,36,9,5,1,2,0,3,1,0,95,98,29.15
25.57,25.7,7.6,0.32054,0.29123,70,77,5,1,6,0,22,21,100,100,99,96,92,92,4,0,1,3,50,42,1,0,3.29
9.89,10.1,1.2,0.30888,1.83258,17,42,0,6,3,5,1,0,2,4,0,0,0,7,1,1,0,2,2,3,5,1,3.76
34.46,28.9,97.6,0.7564,2.48687,21,21,5,10,20,19,30,26,0,0,0,1,0,4,0,0,3,2,5,5,0,0,15.15
27.05,59.8,101.7,0.40403,1.23531,23,23,13,12,0,1,4,0,99,100,100,100,97,95,0,1,96,80,39,53,100,100,12.76
16.62,65.4,96.5,0.54469,0.85024,26,19,14,10,9,19,35,30,95,99,72,84,54,71,66,53,35,21,36,22,98,98,17.09
18.03,60.1,106.2,1.33253,0.08525,2,4,0,0,5,1,15,20,0,0,0,0,1,2,1,0,4,2,77,79,1,1,12.88
32.24,13.4,147.1,0.4456,0.85088,13,21,0,1,4,2,27,15,77,81,69,75,23,29,0,0,0,5,3,3,94,95,23.51
15.05,91.2,97.6,0.17249,1.03929,1,0,1,1,1,0,3,7,0,0,0,0,2,0,98,83,0,4,86,87,0,0,0
16.16,95.3,94.7,0.56833,0.71269,5,4,6,1,1,0,6,10,0,2,0,4,2,2,96,83,0,3,91,83,0,1,13.46
29.26,131.7,100.7,0.40426,0.59457,4,8,5,0,8,6,3,6,0,0,0,0,2,0,2,5,1,1,66,65,100,96,15.18
21.88,45.7,101.9,0.1152,1.17212,10,9,3,1,6,7,27,21,99,100,91,96,59,76,44,0,0,0,6,0,98,98,18.16
8.43,11.5,116,0.26181,0.99858,21,7,5,2,5,1,19,22,0,0,3,0,4,1,0,0,0,3,5,4,0,1,5.63
12.76,0,8.6,0.6605,0.32458,0,2,15,17,4,7,17,18,60,78,47,55,34,35,1,0,1,0,2,0,94,96,2.3
15.87,49.4,87,0.63727,0.02738,21,21,12,13,10,11,18,18,1,0,0,1,0,0,1,3,1,0,60,58,100,98,7.42
31.53,5.3,91.8,1.0936,1.03407,86,89,17,33,55,74,70,85,31,25,15,15,12,11,20,49,4,7,0,4,0,1,48.4
15.67,60.8,81.8,0.23562,0.54764,21,13,4,1,8,9,20,18,1,1,1,0,0,0,0,14,0,7,2,20,100,100,10.48
22.3,20.2,118,0.17674,1.26362,52,52,4,7,12,10,28,26,74,84,60,72,50,55,1,0,5,4,5,1,82,87,19.86
29.2,0.5,0,0.11335,0.21591,25,0,1,1,4,5,52,30,0,0,0,0,0,3,3,1,1,0,1,7,1,3,0
18.53,0,143,0.47007,0.38735,0,0,2,4,18,17,60,73,45,54,23,21,20,13,3,5,0,1,4,0,1,0,33.95
30.47,8.8,111.7,0.44754,0.22778,69,72,13,21,0,2,0,0,78,81,51,45,28,21,40,77,24,7,0,0,84,78,33.48
32.94,4.8,82.9,0.08835,0.3213,55,56,44,49,47,63,71,79,47,44,37,24,25,12,0,0,5,0,5,0,60,44,38.26
22.84,76,89.4,0.07099,0.03402,25,23,17,16,14,13,10,15,0,1,3,1,2,1,1,7,95,77,49,58,0,2,9.71
18.74,89.8,98.3,0.53486,0.45969,0,0,1,2,5,4,0,5,0,0,0,3,0,0,100,82,4,0,78,85,0,0,6.89
25.41,8.3,0,0.13411,0.40032,11,7,17,20,30,35,62,37,1,0,0,3,0,0,0,0,1,0,0,2,1,0,0
14.27,0,101.4,0.27853,0.33483,0,0,6,4,2,4,1,3,37,43,23,24,18,15,33,21,0,4,1,0,88,86,37.5
21.92,65.4,98.9,0.19548,0.81193,11,10,2,2,3,3,15,12,100,97,100,99,72,80,2,0,0,76,67,61,2,0,11.06
34.63,68,88.7,7.96366,1.04101,47,50,3,5,1,6,5,10,1,0,1,0,0,0,65,13,0,3,47,12,3,0,26.52
35,18.1,95.9,0.28261,0.26095,61,60,15,31,48,65,58,76,51,35,33,20,29,16,6,7,0,2,0,2,71,42,42.67
19.27,76.4,109,1.06292,1.33537,6,7,1,0,2,4,7,0,1,4,1,0,0,7,99,75,0,0,83,83,3,0,10.9
35,11.8,91.4,0.2993,0.84394,4,0,0,6,0,4,43,70,68,42,49,26,37,16,23,29,13,13,0,2,77,52,31.21
22.99,0,139.3,0.64315,0.81505,45,39,6,0,37,28,70,67,53,61,28,32,17,14,15,1,5,5,4,0,83,81,32.36
24.83,6.3,108.2,0.35954,0.13501,59,58,6,3,49,49,65,64,63,61,50,42,31,23,11,4,3,3,5,0,72,63,32.75
20.25,88.8,112.6,0.0253,0.67977,4,3,0,1,0,0,16,7,91,89,72,77,52,49,76,70,49,59,51,35,100,100,17.9
